# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database may not 
# have received Director's approval.  Any such data values are qualified as provisional and 
# are subject to revision.  Provisional data are released on the condition that neither the 
# USGS nor the United States Government may be held liable for any damages resulting from its use.
#  Go to http://help.waterdata.usgs.gov/policies/provisional-data-statement for more information.
#
# File-format description:  http://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: http://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2023-11-17 12:15:12 -05:00,(nadww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 01376307 HUDSON RIVER AT WATER GRANT STREET AT YONKERS NY
# -----------------------------------------------------------------------------------
#
# TS_ID - An internal number representing a time series.
#
# Data provided for site 01376307
#    TS_ID       Parameter Description
#    245339      00010     Temperature, water, degrees Celsius, [HRECOS]
#    246480      00095     Specific conductance, water, unfiltered, microsiemens per centimeter at 25 degrees Celsius, [HRECOS]
#    245335      00300     Dissolved oxygen, water, unfiltered, milligrams per liter, [HRECOS]
#    245336      00301     Dissolved oxygen, water, unfiltered, percent of saturation, [HRECOS]
#    245334      00400     pH, water, unfiltered, field, standard units, [HRECOS]
#    245338      63680     Turbidity, water, unfiltered, monochrome near infra-red LED light, 780-900 nm, detection angle 90 +-2.5 degrees, formazin nephelometric units (FNU), [HRECOS]
#    291480      90860     Salinity, water, unfiltered, practical salinity units at 25 degrees Celsius, [HRECOS]
#
# Data-value qualification codes included in this output:
#     P  Provisional data subject to revision.
#     Ssn  Parameter monitored seasonally.
#
agency_cd,site_no,datetime,tz_cd,245339_00010,245339_00010_cd,246480_00095,246480_00095_cd,245335_00300,245335_00300_cd,245336_00301,245336_00301_cd,245334_00400,245334_00400_cd,245338_63680,245338_63680_cd,291480_90860,291480_90860_cd
USGS,01376307,2023-04-09 03:45,EST,8.1,P,10400,P,11.0,P,,,7.9,P,32.7,P,5.9,P
USGS,01376307,2023-04-09 04:00,EST,8.1,P,10000,P,11.0,P,,,7.9,P,35.0,P,5.6,P
USGS,01376307,2023-04-09 04:15,EST,8.1,P,9930,P,11.0,P,,,7.9,P,58.7,P,5.6,P
USGS,01376307,2023-04-09 04:30,EST,8.0,P,9240,P,11.0,P,,,7.9,P,69.4,P,5.2,P
USGS,01376307,2023-04-09 04:45,EST,8.1,P,8600,P,11.1,P,,,7.9,P,50.5,P,4.8,P
USGS,01376307,2023-04-09 05:00,EST,8.0,P,8420,P,11.1,P,,,7.9,P,41.1,P,4.7,P
USGS,01376307,2023-04-09 05:15,EST,8.1,P,8340,P,11.2,P,,,7.9,P,42.1,P,4.6,P
USGS,01376307,2023-04-09 05:30,EST,8.1,P,8380,P,11.1,P,,,7.9,P,41.6,P,4.7,P
USGS,01376307,2023-04-09 05:45,EST,8.1,P,8250,P,11.1,P,,,7.9,P,44.4,P,4.6,P
USGS,01376307,2023-04-09 06:00,EST,8.1,P,8080,P,11.2,P,,,7.9,P,44.2,P,4.5,P
USGS,01376307,2023-04-09 06:15,EST,8.0,P,7890,P,11.2,P,,,7.9,P,47.9,P,4.4,P
USGS,01376307,2023-04-09 06:30,EST,8.0,P,7740,P,11.2,P,,,7.9,P,46.8,P,4.3,P
USGS,01376307,2023-04-09 06:45,EST,8.0,P,7480,P,11.2,P,,,7.9,P,46.6,P,4.1,P
USGS,01376307,2023-04-09 07:00,EST,8.0,P,7270,P,11.3,P,,,7.9,P,44.7,P,4.0,P
USGS,01376307,2023-04-09 07:15,EST,8.0,P,7130,P,11.3,P,,,8.0,P,40.4,P,3.9,P
USGS,01376307,2023-04-09 07:30,EST,8.0,P,6960,P,11.3,P,,,8.0,P,38.0,P,3.8,P
USGS,01376307,2023-04-09 07:45,EST,8.0,P,6900,P,11.3,P,,,8.0,P,31.9,P,3.8,P
USGS,01376307,2023-04-09 08:00,EST,8.0,P,6900,P,11.3,P,,,7.9,P,28.7,P,3.8,P
USGS,01376307,2023-04-09 08:15,EST,8.0,P,6870,P,11.3,P,,,8.0,P,25.8,P,3.8,P
USGS,01376307,2023-04-09 08:30,EST,8.1,P,6580,P,11.3,P,,,8.0,P,23.5,P,3.6,P
USGS,01376307,2023-04-09 08:45,EST,8.1,P,6600,P,11.3,P,,,8.0,P,21.1,P,3.6,P
USGS,01376307,2023-04-09 09:00,EST,8.1,P,6540,P,11.3,P,,,8.0,P,23.0,P,3.6,P
USGS,01376307,2023-04-09 09:15,EST,8.2,P,6570,P,11.3,P,,,8.0,P,25.0,P,3.6,P
USGS,01376307,2023-04-09 09:30,EST,8.2,P,6470,P,11.4,P,,,8.0,P,20.2,P,3.5,P
USGS,01376307,2023-04-09 09:45,EST,8.2,P,6550,P,11.4,P,,,8.0,P,21.6,P,3.6,P
USGS,01376307,2023-04-09 10:00,EST,8.3,P,6390,P,11.4,P,,,8.0,P,22.9,P,3.5,P
USGS,01376307,2023-04-09 10:15,EST,8.3,P,6440,P,11.4,P,,,8.0,P,28.8,P,3.5,P
USGS,01376307,2023-04-09 10:30,EST,8.3,P,6340,P,11.4,P,,,8.0,P,21.6,P,3.5,P
USGS,01376307,2023-04-09 10:45,EST,8.3,P,6300,P,11.4,P,,,8.0,P,21.3,P,3.4,P
USGS,01376307,2023-04-09 11:00,EST,8.3,P,6540,P,11.4,P,,,8.0,P,25.5,P,3.6,P
USGS,01376307,2023-04-09 11:15,EST,8.4,P,6560,P,11.3,P,,,8.0,P,24.2,P,3.6,P
USGS,01376307,2023-04-09 11:30,EST,8.4,P,6680,P,11.3,P,,,8.0,P,24.6,P,3.6,P
USGS,01376307,2023-04-09 11:45,EST,8.5,P,6630,P,11.3,P,,,7.9,P,22.9,P,3.6,P
USGS,01376307,2023-04-09 12:00,EST,8.4,P,6930,P,11.3,P,,,7.9,P,19.7,P,3.8,P
USGS,01376307,2023-04-09 12:15,EST,8.4,P,7140,P,11.2,P,,,7.9,P,19.5,P,3.9,P
USGS,01376307,2023-04-09 12:30,EST,8.4,P,7340,P,11.2,P,,,7.9,P,21.7,P,4.0,P
USGS,01376307,2023-04-09 12:45,EST,8.5,P,7170,P,11.2,P,,,7.9,P,18.8,P,3.9,P
USGS,01376307,2023-04-09 13:00,EST,8.4,P,7440,P,11.2,P,,,7.9,P,19.6,P,4.1,P
USGS,01376307,2023-04-09 13:15,EST,8.6,P,7550,P,11.2,P,,,7.9,P,18.4,P,4.2,P
USGS,01376307,2023-04-09 13:30,EST,8.7,P,7520,P,11.3,P,,,7.9,P,16.9,P,4.1,P
USGS,01376307,2023-04-09 13:45,EST,8.7,P,7650,P,11.3,P,,,7.9,P,16.6,P,4.2,P
USGS,01376307,2023-04-09 14:00,EST,8.9,P,7730,P,11.2,P,,,7.9,P,15.2,P,4.3,P
USGS,01376307,2023-04-09 14:15,EST,8.6,P,7670,P,11.2,P,,,7.9,P,18.6,P,4.2,P
USGS,01376307,2023-04-09 14:30,EST,8.7,P,7700,P,11.2,P,,,7.9,P,21.0,P,4.2,P
USGS,01376307,2023-04-09 14:45,EST,8.6,P,7530,P,11.2,P,,,7.9,P,22.1,P,4.1,P
USGS,01376307,2023-04-09 15:00,EST,8.6,P,7460,P,11.2,P,,,7.9,P,21.5,P,4.1,P
USGS,01376307,2023-04-09 15:15,EST,8.7,P,7320,P,11.2,P,,,7.9,P,25.4,P,4.0,P
USGS,01376307,2023-04-09 15:30,EST,8.8,P,7370,P,11.2,P,,,7.9,P,26.7,P,4.1,P
USGS,01376307,2023-04-09 15:45,EST,8.8,P,7770,P,11.2,P,,,7.9,P,26.6,P,4.3,P
USGS,01376307,2023-04-09 16:00,EST,8.9,P,7510,P,11.2,P,,,7.9,P,24.8,P,4.1,P
USGS,01376307,2023-04-09 16:15,EST,9.2,P,7180,P,11.3,P,,,7.9,P,23.1,P,3.9,P
USGS,01376307,2023-04-09 16:30,EST,9.1,P,7040,P,11.3,P,,,7.9,P,26.1,P,3.9,P
USGS,01376307,2023-04-09 16:45,EST,8.9,P,6960,P,11.3,P,,,7.9,P,29.2,P,3.8,P
USGS,01376307,2023-04-09 17:00,EST,8.9,P,7070,P,11.3,P,,,7.9,P,34.6,P,3.9,P
USGS,01376307,2023-04-09 17:15,EST,8.9,P,7050,P,11.3,P,,,7.9,P,35.6,P,3.9,P
USGS,01376307,2023-04-09 17:30,EST,8.9,P,6760,P,11.3,P,,,8.0,P,42.0,P,3.7,P
USGS,01376307,2023-04-09 17:45,EST,8.7,P,6460,P,11.4,P,,,8.0,P,46.8,P,3.5,P
USGS,01376307,2023-04-09 18:00,EST,8.7,P,6450,P,11.4,P,,,8.0,P,43.2,P,3.5,P
USGS,01376307,2023-04-09 18:15,EST,8.6,P,6410,P,11.4,P,,,8.0,P,38.9,P,3.5,P
USGS,01376307,2023-04-09 18:30,EST,8.5,P,6340,P,11.4,P,,,8.0,P,34.1,P,3.5,P
USGS,01376307,2023-04-09 18:45,EST,8.5,P,6300,P,11.4,P,,,8.0,P,31.8,P,3.4,P
USGS,01376307,2023-04-09 19:00,EST,8.4,P,6220,P,11.4,P,,,8.0,P,30.0,P,3.4,P
USGS,01376307,2023-04-09 19:15,EST,8.3,P,6060,P,11.4,P,,,8.0,P,24.2,P,3.3,P
USGS,01376307,2023-04-09 19:30,EST,8.3,P,5970,P,11.4,P,,,8.0,P,20.3,P,3.2,P
USGS,01376307,2023-04-09 19:45,EST,8.3,P,5830,P,11.4,P,,,8.0,P,22.3,P,3.2,P
USGS,01376307,2023-04-09 20:00,EST,8.3,P,5830,P,11.4,P,,,8.0,P,21.3,P,3.2,P
USGS,01376307,2023-04-09 20:15,EST,8.3,P,5810,P,11.4,P,,,8.0,P,18.6,P,3.1,P
USGS,01376307,2023-04-09 20:30,EST,8.3,P,5850,P,11.4,P,,,8.0,P,21.5,P,3.2,P
USGS,01376307,2023-04-09 20:45,EST,8.3,P,5810,P,11.4,P,,,8.0,P,20.7,P,3.1,P
USGS,01376307,2023-04-09 21:00,EST,8.4,P,5770,P,11.4,P,,,8.0,P,20.9,P,3.1,P
USGS,01376307,2023-04-09 21:15,EST,8.6,P,5730,P,11.3,P,,,8.0,P,23.5,P,3.1,P
USGS,01376307,2023-04-09 21:30,EST,8.7,P,5560,P,11.3,P,,,8.1,P,24.1,P,3.0,P
USGS,01376307,2023-04-09 21:45,EST,8.7,P,5530,P,11.3,P,,,8.0,P,24.3,P,3.0,P
USGS,01376307,2023-04-09 22:00,EST,8.8,P,5460,P,11.2,P,,,8.0,P,23.0,P,2.9,P
USGS,01376307,2023-04-09 22:15,EST,8.6,P,5910,P,11.2,P,,,8.0,P,31.2,P,3.2,P
USGS,01376307,2023-04-09 22:30,EST,8.8,P,5310,P,11.2,P,,,8.1,P,20.6,P,2.9,P
USGS,01376307,2023-04-09 22:45,EST,8.6,P,5940,P,11.2,P,,,8.0,P,21.4,P,3.2,P
USGS,01376307,2023-04-09 23:00,EST,8.6,P,5820,P,11.2,P,,,8.0,P,19.7,P,3.2,P
USGS,01376307,2023-04-09 23:15,EST,8.5,P,6240,P,11.2,P,,,8.0,P,18.1,P,3.4,P
USGS,01376307,2023-04-09 23:30,EST,8.5,P,6350,P,11.2,P,,,8.0,P,18.0,P,3.5,P
USGS,01376307,2023-04-09 23:45,EST,8.4,P,7100,P,11.1,P,,,7.9,P,17.7,P,3.9,P
USGS,01376307,2023-04-10 00:00,EST,8.4,P,7800,P,11.1,P,,,7.9,P,19.6,P,4.3,P
USGS,01376307,2023-04-10 00:15,EST,8.4,P,8300,P,11.0,P,,,7.9,P,18.2,P,4.6,P
USGS,01376307,2023-04-10 00:30,EST,8.4,P,8140,P,11.0,P,,,7.9,P,17.8,P,4.5,P
USGS,01376307,2023-04-10 00:45,EST,8.3,P,8160,P,11.0,P,,,7.9,P,20.9,P,4.5,P
USGS,01376307,2023-04-10 01:00,EST,8.4,P,9820,P,10.9,P,,,7.9,P,19.7,P,5.5,P
USGS,01376307,2023-04-10 01:15,EST,8.3,P,8140,P,11.0,P,,,7.9,P,16.6,P,4.5,P
USGS,01376307,2023-04-10 01:30,EST,8.2,P,8230,P,11.1,P,,,7.9,P,16.1,P,4.6,P
USGS,01376307,2023-04-10 01:45,EST,8.3,P,8920,P,11.0,P,,,7.9,P,18.6,P,5.0,P
USGS,01376307,2023-04-10 02:00,EST,8.3,P,9150,P,11.0,P,,,7.9,P,16.1,P,5.1,P
USGS,01376307,2023-04-10 02:15,EST,8.3,P,9380,P,11.0,P,,,7.9,P,19.2,P,5.3,P
USGS,01376307,2023-04-10 02:30,EST,8.3,P,9390,P,11.0,P,,,7.9,P,21.5,P,5.3,P
USGS,01376307,2023-04-10 02:45,EST,8.2,P,9760,P,10.9,P,,,7.9,P,22.8,P,5.5,P
USGS,01376307,2023-04-10 03:00,EST,8.2,P,9600,P,11.0,P,,,7.9,P,18.9,P,5.4,P
USGS,01376307,2023-04-10 03:15,EST,8.2,P,8780,P,11.1,P,,,7.9,P,19.8,P,4.9,P
USGS,01376307,2023-04-10 03:30,EST,8.2,P,9090,P,11.0,P,,,7.9,P,17.5,P,5.1,P
USGS,01376307,2023-04-10 03:45,EST,8.2,P,9400,P,11.0,P,,,7.9,P,18.7,P,5.3,P
USGS,01376307,2023-04-10 04:00,EST,8.2,P,9930,P,10.9,P,,,7.9,P,24.8,P,5.6,P
USGS,01376307,2023-04-10 04:15,EST,8.2,P,9500,P,11.0,P,,,7.9,P,25.2,P,5.3,P
USGS,01376307,2023-04-10 04:30,EST,8.2,P,9340,P,11.0,P,,,7.9,P,44.6,P,5.2,P
USGS,01376307,2023-04-10 04:45,EST,8.2,P,9730,P,10.9,P,,,7.9,P,56.2,P,5.5,P
USGS,01376307,2023-04-10 05:00,EST,8.1,P,9810,P,10.9,P,,,7.9,P,36.5,P,5.5,P
USGS,01376307,2023-04-10 05:15,EST,8.2,P,11000,P,10.8,P,,,7.9,P,73.4,P,6.2,P
USGS,01376307,2023-04-10 05:30,EST,8.2,P,9650,P,11.0,P,,,7.9,P,50.1,P,5.4,P
USGS,01376307,2023-04-10 05:45,EST,8.1,P,8170,P,11.1,P,,,7.9,P,43.1,P,4.5,P
USGS,01376307,2023-04-10 06:00,EST,8.1,P,8390,P,11.1,P,,,7.9,P,51.8,P,4.7,P
USGS,01376307,2023-04-10 06:15,EST,8.1,P,7710,P,11.2,P,,,7.9,P,73.0,P,4.3,P
USGS,01376307,2023-04-10 06:30,EST,8.1,P,7390,P,11.2,P,,,7.9,P,84.1,P,4.1,P
USGS,01376307,2023-04-10 06:45,EST,8.1,P,7200,P,11.2,P,,,7.9,P,58.5,P,4.0,P
USGS,01376307,2023-04-10 07:00,EST,8.2,P,7080,P,11.2,P,,,7.9,P,49.9,P,3.9,P
USGS,01376307,2023-04-10 07:15,EST,8.2,P,7070,P,11.2,P,,,7.9,P,46.9,P,3.9,P
USGS,01376307,2023-04-10 07:30,EST,8.2,P,7040,P,11.2,P,,,7.9,P,39.5,P,3.9,P
USGS,01376307,2023-04-10 07:45,EST,8.2,P,6900,P,11.2,P,,,7.9,P,40.4,P,3.8,P
USGS,01376307,2023-04-10 08:00,EST,8.2,P,6450,P,11.3,P,,,7.9,P,38.6,P,3.5,P
USGS,01376307,2023-04-10 08:15,EST,8.3,P,5870,P,11.3,P,,,8.0,P,34.5,P,3.2,P
USGS,01376307,2023-04-10 08:30,EST,8.3,P,5650,P,11.4,P,,,8.0,P,32.4,P,3.1,P
USGS,01376307,2023-04-10 08:45,EST,8.3,P,5520,P,11.4,P,,,8.0,P,28.0,P,3.0,P
USGS,01376307,2023-04-10 09:00,EST,8.4,P,5410,P,11.4,P,,,8.0,P,24.1,P,2.9,P
USGS,01376307,2023-04-10 09:15,EST,8.4,P,5410,P,11.4,P,,,8.0,P,22.0,P,2.9,P
USGS,01376307,2023-04-10 09:30,EST,8.4,P,5420,P,11.4,P,,,8.0,P,21.6,P,2.9,P
USGS,01376307,2023-04-10 09:45,EST,8.6,P,5200,P,11.4,P,,,8.0,P,17.6,P,2.8,P
USGS,01376307,2023-04-10 10:00,EST,8.5,P,5250,P,11.4,P,,,8.0,P,18.0,P,2.8,P
USGS,01376307,2023-04-10 10:15,EST,8.8,P,5240,P,11.4,P,,,8.0,P,15.2,P,2.8,P
USGS,01376307,2023-04-10 10:30,EST,8.8,P,5190,P,11.4,P,,,8.0,P,16.2,P,2.8,P
USGS,01376307,2023-04-10 10:45,EST,9.2,P,4910,P,11.5,P,,,8.0,P,12.4,P,2.6,P
USGS,01376307,2023-04-10 11:00,EST,9.4,P,5100,P,11.4,P,,,8.0,P,13.4,P,2.7,P
USGS,01376307,2023-04-10 11:15,EST,9.7,P,5330,P,11.4,P,,,8.0,P,14.7,P,2.9,P
USGS,01376307,2023-04-10 11:30,EST,10.2,P,5370,P,11.3,P,,,8.0,P,14.1,P,2.9,P
USGS,01376307,2023-04-10 11:45,EST,10.1,P,5410,P,11.3,P,,,8.0,P,14.1,P,2.9,P
USGS,01376307,2023-04-10 12:00,EST,10.1,P,5400,P,11.3,P,,,8.0,P,14.5,P,2.9,P
USGS,01376307,2023-04-10 12:15,EST,9.7,P,5620,P,11.3,P,,,8.0,P,15.7,P,3.0,P
USGS,01376307,2023-04-10 12:30,EST,9.9,P,5500,P,11.3,P,,,8.0,P,13.2,P,3.0,P
USGS,01376307,2023-04-10 12:45,EST,9.3,P,6370,P,11.2,P,,,7.9,P,21.2,P,3.5,P
USGS,01376307,2023-04-10 13:00,EST,9.0,P,6770,P,11.1,P,,,7.9,P,24.6,P,3.7,P
USGS,01376307,2023-04-10 13:15,EST,8.8,P,7030,P,11.1,P,,,7.9,P,22.0,P,3.9,P
USGS,01376307,2023-04-10 13:30,EST,8.9,P,6990,P,11.1,P,,,7.9,P,18.5,P,3.8,P
USGS,01376307,2023-04-10 13:45,EST,8.8,P,6960,P,11.1,P,,,7.9,P,20.0,P,3.8,P
USGS,01376307,2023-04-10 14:00,EST,8.9,P,7040,P,11.1,P,,,7.9,P,18.9,P,3.9,P
USGS,01376307,2023-04-10 14:15,EST,9.0,P,7080,P,11.3,P,,,7.9,P,16.0,P,3.9,P
USGS,01376307,2023-04-10 14:30,EST,8.9,P,7250,P,11.2,P,,,7.9,P,16.4,P,4.0,P
USGS,01376307,2023-04-10 14:45,EST,8.8,P,7360,P,11.2,P,,,7.9,P,15.2,P,4.1,P
USGS,01376307,2023-04-10 15:00,EST,8.8,P,7360,P,11.2,P,,,7.9,P,15.4,P,4.1,P
USGS,01376307,2023-04-10 15:15,EST,9.0,P,7160,P,11.2,P,,,7.9,P,17.2,P,3.9,P
USGS,01376307,2023-04-10 15:30,EST,9.9,P,6540,P,11.2,P,,,7.9,P,15.3,P,3.6,P
USGS,01376307,2023-04-10 15:45,EST,9.1,P,6720,P,11.2,P,,,7.9,P,20.8,P,3.7,P
USGS,01376307,2023-04-10 16:00,EST,9.0,P,6640,P,11.2,P,,,7.9,P,34.4,P,3.6,P
USGS,01376307,2023-04-10 16:15,EST,8.8,P,6550,P,11.2,P,,,7.9,P,24.6,P,3.6,P
USGS,01376307,2023-04-10 16:30,EST,9.1,P,5910,P,11.3,P,,,8.0,P,16.7,P,3.2,P
USGS,01376307,2023-04-10 16:45,EST,9.4,P,5760,P,11.4,P,,,8.0,P,19.6,P,3.1,P
USGS,01376307,2023-04-10 17:00,EST,9.1,P,5880,P,11.3,P,,,8.0,P,18.0,P,3.2,P
USGS,01376307,2023-04-10 17:15,EST,8.9,P,5980,P,11.3,P,,,7.9,P,19.4,P,3.2,P
USGS,01376307,2023-04-10 17:30,EST,8.8,P,6250,P,11.3,P,,,7.9,P,23.2,P,3.4,P
USGS,01376307,2023-04-10 17:45,EST,9.0,P,6280,P,11.3,P,,,7.9,P,20.9,P,3.4,P
USGS,01376307,2023-04-10 18:00,EST,8.9,P,6320,P,11.2,P,,,7.9,P,24.0,P,3.4,P
USGS,01376307,2023-04-10 18:15,EST,8.8,P,6110,P,11.3,P,,,7.9,P,28.7,P,3.3,P
USGS,01376307,2023-04-10 18:30,EST,8.8,P,6080,P,11.3,P,,,7.9,P,26.6,P,3.3,P
USGS,01376307,2023-04-10 18:45,EST,8.7,P,5560,P,11.3,P,,,8.0,P,32.4,P,3.0,P
USGS,01376307,2023-04-10 19:00,EST,8.7,P,5760,P,11.3,P,,,7.9,P,27.8,P,3.1,P
USGS,01376307,2023-04-10 19:15,EST,8.6,P,5380,P,11.4,P,,,8.0,P,28.4,P,2.9,P
USGS,01376307,2023-04-10 19:30,EST,8.6,P,5390,P,11.3,P,,,8.0,P,25.0,P,2.9,P
USGS,01376307,2023-04-10 19:45,EST,8.6,P,5290,P,11.3,P,,,8.0,P,23.9,P,2.8,P
USGS,01376307,2023-04-10 20:00,EST,8.6,P,5230,P,11.3,P,,,8.0,P,18.5,P,2.8,P
USGS,01376307,2023-04-10 20:15,EST,8.6,P,5010,P,11.4,P,,,8.0,P,19.2,P,2.7,P
USGS,01376307,2023-04-10 20:30,EST,8.7,P,4880,P,11.3,P,,,8.0,P,19.9,P,2.6,P
USGS,01376307,2023-04-10 20:45,EST,8.4,P,4940,P,11.4,P,,,8.0,P,17.5,P,2.6,P
USGS,01376307,2023-04-10 21:00,EST,9.0,P,5180,P,11.2,P,,,8.0,P,19.0,P,2.8,P
USGS,01376307,2023-04-10 21:15,EST,8.7,P,5410,P,11.3,P,,,8.0,P,18.3,P,2.9,P
USGS,01376307,2023-04-10 21:30,EST,9.0,P,5220,P,11.2,P,,,8.0,P,20.2,P,2.8,P
USGS,01376307,2023-04-10 21:45,EST,8.8,P,5090,P,11.2,P,,,8.0,P,20.9,P,2.7,P
USGS,01376307,2023-04-10 22:00,EST,8.7,P,5080,P,11.3,P,,,8.0,P,20.8,P,2.7,P
USGS,01376307,2023-04-10 22:15,EST,9.2,P,4620,P,11.2,P,,,8.1,P,18.4,P,2.5,P
USGS,01376307,2023-04-10 22:30,EST,8.9,P,4680,P,11.2,P,,,8.0,P,19.2,P,2.5,P
USGS,01376307,2023-04-10 22:45,EST,9.0,P,4570,P,11.2,P,,,8.0,P,16.6,P,2.4,P
USGS,01376307,2023-04-10 23:00,EST,8.9,P,4800,P,11.2,P,,,7.9,P,18.5,P,2.6,P
USGS,01376307,2023-04-10 23:15,EST,9.0,P,4680,P,11.2,P,,,8.0,P,21.0,P,2.5,P
USGS,01376307,2023-04-10 23:30,EST,9.3,P,4470,P,11.1,P,,,8.0,P,16.7,P,2.4,P
USGS,01376307,2023-04-10 23:45,EST,9.3,P,4590,P,11.1,P,,,8.0,P,18.4,P,2.4,P
USGS,01376307,2023-04-11 00:00,EST,9.0,P,5110,P,11.2,P,,,8.0,P,17.1,P,2.7,P
USGS,01376307,2023-04-11 00:15,EST,8.9,P,5360,P,11.2,P,,,7.9,P,14.4,P,2.9,P
USGS,01376307,2023-04-11 00:30,EST,9.0,P,5260,P,11.1,P,,,8.0,P,16.0,P,2.8,P
USGS,01376307,2023-04-11 00:45,EST,8.7,P,5760,P,11.2,P,,,7.9,P,15.6,P,3.1,P
USGS,01376307,2023-04-11 01:00,EST,8.7,P,7110,P,11.1,P,,,7.9,P,15.1,P,3.9,P
USGS,01376307,2023-04-11 01:15,EST,8.7,P,7300,P,11.0,P,,,7.9,P,16.6,P,4.0,P
USGS,01376307,2023-04-11 01:30,EST,8.8,P,6870,P,11.0,P,,,7.9,P,12.0,P,3.8,P
USGS,01376307,2023-04-11 01:45,EST,8.7,P,7360,P,11.0,P,,,7.9,P,15.3,P,4.1,P
USGS,01376307,2023-04-11 02:00,EST,8.7,P,7260,P,11.0,P,,,7.9,P,13.1,P,4.0,P
USGS,01376307,2023-04-11 02:15,EST,8.7,P,7390,P,11.0,P,,,7.9,P,14.2,P,4.1,P
USGS,01376307,2023-04-11 02:30,EST,8.6,P,7200,P,11.0,P,,,7.9,P,16.5,P,4.0,P
USGS,01376307,2023-04-11 02:45,EST,8.7,P,7460,P,11.0,P,,,7.9,P,14.9,P,4.1,P
USGS,01376307,2023-04-11 03:00,EST,8.7,P,7580,P,11.0,P,,,7.9,P,13.5,P,4.2,P
USGS,01376307,2023-04-11 03:15,EST,8.7,P,7970,P,11.1,P,,,7.9,P,11.4,P,4.4,P
USGS,01376307,2023-04-11 03:30,EST,8.7,P,7940,P,11.0,P,,,7.9,P,11.8,P,4.4,P
USGS,01376307,2023-04-11 03:45,EST,8.7,P,7700,P,11.0,P,,,7.9,P,12.5,P,4.3,P
USGS,01376307,2023-04-11 04:00,EST,8.6,P,7660,P,11.1,P,,,7.9,P,20.1,P,4.2,P
USGS,01376307,2023-04-11 04:15,EST,8.6,P,7810,P,11.0,P,,,7.9,P,18.4,P,4.3,P
USGS,01376307,2023-04-11 04:30,EST,8.6,P,8100,P,11.0,P,,,7.9,P,24.5,P,4.5,P
USGS,01376307,2023-04-11 04:45,EST,8.5,P,8400,P,11.0,P,,,7.9,P,31.6,P,4.7,P
USGS,01376307,2023-04-11 05:00,EST,8.5,P,6890,P,11.2,P,,,7.9,P,20.5,P,3.8,P
USGS,01376307,2023-04-11 05:15,EST,8.4,P,7660,P,11.1,P,,,7.9,P,23.0,P,4.2,P
USGS,01376307,2023-04-11 05:30,EST,8.4,P,7410,P,11.1,P,,,7.9,P,24.1,P,4.1,P
USGS,01376307,2023-04-11 05:45,EST,8.4,P,7830,P,11.0,P,,,7.9,P,32.1,P,4.3,P
USGS,01376307,2023-04-11 06:00,EST,,,4510,P,,,,,7.9,P,16.1,P,2.4,P
USGS,01376307,2023-04-11 06:15,EST,8.4,P,7920,P,11.0,P,,,7.9,P,25.1,P,4.4,P
USGS,01376307,2023-04-11 06:30,EST,8.4,P,7980,P,11.0,P,,,7.9,P,44.2,P,4.4,P
USGS,01376307,2023-04-11 06:45,EST,8.4,P,8040,P,11.0,P,,,7.9,P,42.2,P,4.5,P
USGS,01376307,2023-04-11 07:00,EST,8.4,P,7560,P,11.0,P,,,7.9,P,43.8,P,4.2,P
USGS,01376307,2023-04-11 07:15,EST,8.4,P,7400,P,11.1,P,,,7.9,P,42.3,P,4.1,P
USGS,01376307,2023-04-11 07:30,EST,8.4,P,7290,P,11.1,P,,,7.9,P,46.9,P,4.0,P
USGS,01376307,2023-04-11 07:45,EST,8.4,P,6290,P,11.2,P,,,7.9,P,47.3,P,3.4,P
USGS,01376307,2023-04-11 08:00,EST,8.5,P,6030,P,11.2,P,,,7.9,P,40.5,P,3.3,P
USGS,01376307,2023-04-11 08:15,EST,8.5,P,5690,P,11.2,P,,,7.9,P,51.0,P,3.1,P
USGS,01376307,2023-04-11 08:30,EST,8.5,P,5530,P,11.2,P,,,7.9,P,54.8,P,3.0,P
USGS,01376307,2023-04-11 08:45,EST,8.5,P,5370,P,11.2,P,,,7.9,P,49.7,P,2.9,P
USGS,01376307,2023-04-11 09:00,EST,8.5,P,5480,P,11.2,P,,,7.9,P,45.5,P,3.0,P
USGS,01376307,2023-04-11 09:15,EST,8.6,P,5370,P,11.2,P,,,8.0,P,26.9,P,2.9,P
USGS,01376307,2023-04-11 09:30,EST,8.5,P,5270,P,11.3,P,,,8.0,P,34.7,P,2.8,P
USGS,01376307,2023-04-11 09:45,EST,8.6,P,5270,P,11.3,P,,,8.0,P,27.9,P,2.8,P
USGS,01376307,2023-04-11 10:00,EST,9.0,P,5540,P,11.2,P,,,8.0,P,33.7,P,3.0,P
USGS,01376307,2023-04-11 10:15,EST,8.8,P,5570,P,11.2,P,,,8.0,P,43.7,P,3.0,P
USGS,01376307,2023-04-11 10:30,EST,9.0,P,5120,P,11.3,P,,,8.0,P,29.3,P,2.7,P
USGS,01376307,2023-04-11 10:45,EST,9.0,P,5150,P,11.3,P,,,7.9,P,23.2,P,2.8,P
